ds	provider	cpc
2015-10-07	OlidayInn	152
2015-10-08	LalaLand	149
2015-10-03	LalaLand	177
2015-10-04	OlidayInn	227
2015-10-12	OlidayInn	175
2015-10-09	OlidayInn	275
2015-10-01	TravelGuys	269
2015-10-09	LalaLand	498
2015-10-03	OlidayInn	314
2015-10-06	BobTheBuilder	389
2015-10-10	BobTheBuilder	446
2015-10-03	TravelGuys	445
2015-10-11	TravelGuys	274
2015-10-09	OlidayInn	391
2015-10-01	LalaLand	108
2015-10-07	LalaLand	228
2015-10-03	LalaLand	135
2015-10-09	TravelGuys	307
2015-10-05	BobTheBuilder	114
2015-10-12	BobTheBuilder	474
2015-10-07	BobTheBuilder	206
2015-10-02	BobTheBuilder	464
2015-10-12	OlidayInn	431
2015-10-04	TravelGuys	474
2015-10-03	LalaLand	343
2015-10-10	OlidayInn	101
2015-10-07	TravelGuys	280
2015-10-03	LalaLand	414
2015-10-10	OlidayInn	252
2015-10-08	BobTheBuilder	200
2015-10-04	LalaLand	439
2015-10-04	BobTheBuilder	423
2015-10-12	BobTheBuilder	121
2015-10-09	OlidayInn	427
2015-10-10	LalaLand	472
2015-10-03	OlidayInn	160
2015-10-03	LalaLand	146
2015-10-09	OlidayInn	220
2015-10-05	BobTheBuilder	401
2015-10-09	OlidayInn	412
2015-10-01	BobTheBuilder	104
2015-10-01	TravelGuys	218
2015-10-08	BobTheBuilder	373
2015-10-04	LalaLand	433
2015-10-12	OlidayInn	426
2015-10-01	OlidayInn	377
2015-10-03	BobTheBuilder	314
2015-10-09	TravelGuys	149
2015-10-06	LalaLand	153
2015-10-03	OlidayInn	452
2015-10-03	OlidayInn	477
2015-10-10	TravelGuys	165
2015-10-08	TravelGuys	297
2015-10-07	BobTheBuilder	246
2015-10-06	LalaLand	486
2015-10-06	TravelGuys	302
2015-10-03	BobTheBuilder	115
2015-10-12	LalaLand	171
2015-10-04	OlidayInn	180
2015-10-11	OlidayInn	386
2015-10-11	BobTheBuilder	474
2015-10-03	BobTheBuilder	428
2015-10-07	BobTheBuilder	202
2015-10-09	LalaLand	483
2015-10-09	TravelGuys	344
2015-10-12	OlidayInn	371
2015-10-07	OlidayInn	388
2015-10-02	OlidayInn	185
2015-10-09	BobTheBuilder	172
2015-10-11	TravelGuys	201
2015-10-03	LalaLand	103
2015-10-02	BobTheBuilder	335
2015-10-07	OlidayInn	174
2015-10-06	TravelGuys	305
2015-10-05	OlidayInn	102
2015-10-06	TravelGuys	115
2015-10-08	TravelGuys	404
2015-10-03	BobTheBuilder	131
2015-10-01	BobTheBuilder	282
2015-10-10	OlidayInn	324
2015-10-10	TravelGuys	226
2015-10-06	LalaLand	443
2015-10-04	BobTheBuilder	137
2015-10-03	TravelGuys	445
2015-10-07	TravelGuys	261
2015-10-10	TravelGuys	447
2015-10-05	BobTheBuilder	226
2015-10-12	OlidayInn	441
2015-10-10	OlidayInn	495
2015-10-02	TravelGuys	428
2015-10-06	BobTheBuilder	165
2015-10-12	TravelGuys	427
2015-10-10	OlidayInn	313
2015-10-03	OlidayInn	443
2015-10-05	BobTheBuilder	446
2015-10-01	TravelGuys	201
2015-10-08	OlidayInn	361
2015-10-11	OlidayInn	412
2015-10-11	TravelGuys	472
2015-10-06	TravelGuys	114
2015-10-01	LalaLand	304
2015-10-12	OlidayInn	454
2015-10-03	TravelGuys	253
2015-10-11	TravelGuys	149
2015-10-01	OlidayInn	331
2015-10-07	LalaLand	317
2015-10-07	BobTheBuilder	166
2015-10-12	TravelGuys	479
2015-10-08	BobTheBuilder	284
2015-10-07	TravelGuys	186
2015-10-05	OlidayInn	463
2015-10-05	OlidayInn	496
2015-10-09	OlidayInn	361
2015-10-10	BobTheBuilder	254
2015-10-10	TravelGuys	347
2015-10-02	OlidayInn	114
2015-10-04	OlidayInn	242
2015-10-08	OlidayInn	332
2015-10-09	TravelGuys	319
2015-10-05	OlidayInn	331
2015-10-12	TravelGuys	176
2015-10-08	OlidayInn	178
2015-10-05	LalaLand	145
2015-10-06	LalaLand	277
2015-10-05	LalaLand	238
2015-10-04	OlidayInn	324
2015-10-01	BobTheBuilder	178
2015-10-08	TravelGuys	275
2015-10-12	TravelGuys	491
2015-10-08	OlidayInn	100
2015-10-06	BobTheBuilder	366
2015-10-11	LalaLand	467
2015-10-12	TravelGuys	383
2015-10-07	TravelGuys	481
2015-10-09	OlidayInn	247
2015-10-12	OlidayInn	168
2015-10-06	TravelGuys	441
2015-10-04	OlidayInn	491
2015-10-08	BobTheBuilder	309
2015-10-11	OlidayInn	388
2015-10-02	BobTheBuilder	481
2015-10-12	TravelGuys	122
2015-10-05	OlidayInn	214
2015-10-08	LalaLand	442
2015-10-11	OlidayInn	275
2015-10-02	BobTheBuilder	436
2015-10-03	OlidayInn	164
2015-10-01	BobTheBuilder	121
2015-10-10	TravelGuys	288
2015-10-11	OlidayInn	445
2015-10-03	BobTheBuilder	183
2015-10-01	TravelGuys	156
2015-10-09	LalaLand	407
2015-10-03	BobTheBuilder	114
2015-10-06	BobTheBuilder	282
2015-10-02	LalaLand	278
2015-10-05	TravelGuys	323
2015-10-09	LalaLand	325
2015-10-08	LalaLand	422
2015-10-12	BobTheBuilder	347
2015-10-07	OlidayInn	267
2015-10-06	TravelGuys	241
2015-10-04	TravelGuys	182
2015-10-03	OlidayInn	127
2015-10-10	BobTheBuilder	104
2015-10-05	BobTheBuilder	255
2015-10-01	TravelGuys	342
2015-10-06	OlidayInn	113
2015-10-12	BobTheBuilder	464
2015-10-05	LalaLand	336
2015-10-08	TravelGuys	225
2015-10-04	LalaLand	446
2015-10-04	OlidayInn	454
2015-10-08	OlidayInn	156
2015-10-10	TravelGuys	135
2015-10-03	LalaLand	369
2015-10-01	TravelGuys	216
2015-10-11	LalaLand	413
2015-10-04	OlidayInn	348
2015-10-02	BobTheBuilder	176
2015-10-06	TravelGuys	240
2015-10-10	BobTheBuilder	218
2015-10-05	BobTheBuilder	235
2015-10-02	BobTheBuilder	301
2015-10-03	OlidayInn	405
2015-10-12	LalaLand	183
2015-10-06	BobTheBuilder	194
2015-10-10	TravelGuys	422
2015-10-12	OlidayInn	400
2015-10-07	LalaLand	460
2015-10-06	TravelGuys	466
2015-10-07	LalaLand	420
2015-10-06	BobTheBuilder	454
2015-10-09	BobTheBuilder	383
2015-10-09	LalaLand	478
2015-10-06	TravelGuys	384
2015-10-07	LalaLand	395
2015-10-03	LalaLand	238
2015-10-05	BobTheBuilder	463
2015-10-04	BobTheBuilder	147
2015-10-11	LalaLand	188
2015-10-10	LalaLand	165
2015-10-03	TravelGuys	304
2015-10-01	LalaLand	376
2015-10-07	LalaLand	213
2015-10-09	LalaLand	245
2015-10-07	BobTheBuilder	218
2015-10-09	TravelGuys	349
2015-10-03	BobTheBuilder	126
2015-10-03	OlidayInn	250
2015-10-03	OlidayInn	240
2015-10-04	TravelGuys	274
2015-10-07	LalaLand	343
2015-10-08	LalaLand	391
2015-10-01	OlidayInn	356
2015-10-03	TravelGuys	401
2015-10-04	BobTheBuilder	320
2015-10-11	BobTheBuilder	157
2015-10-05	BobTheBuilder	145
2015-10-09	OlidayInn	251
2015-10-03	LalaLand	346
2015-10-11	TravelGuys	329
2015-10-05	BobTheBuilder	311
2015-10-09	LalaLand	263
2015-10-09	OlidayInn	198
2015-10-01	BobTheBuilder	454
2015-10-12	LalaLand	274
2015-10-03	OlidayInn	410
2015-10-10	BobTheBuilder	254
2015-10-08	LalaLand	438
2015-10-07	BobTheBuilder	228
2015-10-07	OlidayInn	100
2015-10-01	LalaLand	172
2015-10-12	BobTheBuilder	163
2015-10-05	BobTheBuilder	356
2015-10-01	OlidayInn	444
2015-10-09	LalaLand	398
2015-10-01	BobTheBuilder	268
2015-10-02	TravelGuys	172
2015-10-10	TravelGuys	489
2015-10-05	OlidayInn	403
2015-10-11	BobTheBuilder	214
2015-10-03	OlidayInn	147
2015-10-09	OlidayInn	466
2015-10-08	OlidayInn	145
2015-10-12	LalaLand	204
2015-10-11	BobTheBuilder	472
2015-10-12	TravelGuys	433
2015-10-04	TravelGuys	344
2015-10-11	OlidayInn	206
2015-10-01	OlidayInn	437
2015-10-07	LalaLand	253
2015-10-04	OlidayInn	392
2015-10-05	LalaLand	127
2015-10-04	LalaLand	222
2015-10-09	OlidayInn	465
2015-10-05	TravelGuys	389
2015-10-03	BobTheBuilder	428
2015-10-10	BobTheBuilder	143
2015-10-10	BobTheBuilder	145
2015-10-09	BobTheBuilder	128
2015-10-04	LalaLand	441
2015-10-03	OlidayInn	149
2015-10-07	TravelGuys	120
2015-10-06	LalaLand	358
2015-10-08	OlidayInn	120
2015-10-10	TravelGuys	219
2015-10-05	BobTheBuilder	381
2015-10-03	TravelGuys	458
2015-10-01	TravelGuys	458
2015-10-05	LalaLand	344
2015-10-03	TravelGuys	311
2015-10-09	OlidayInn	429
2015-10-05	BobTheBuilder	151
2015-10-04	BobTheBuilder	214
2015-10-02	TravelGuys	326
2015-10-05	BobTheBuilder	361
2015-10-09	BobTheBuilder	162
2015-10-01	OlidayInn	302
2015-10-06	BobTheBuilder	496
2015-10-07	OlidayInn	116
2015-10-04	TravelGuys	217
2015-10-11	BobTheBuilder	209
2015-10-01	LalaLand	334
2015-10-02	OlidayInn	476
2015-10-08	OlidayInn	291
2015-10-04	TravelGuys	327
2015-10-09	BobTheBuilder	170
2015-10-01	LalaLand	295
2015-10-09	LalaLand	489
2015-10-02	BobTheBuilder	456
2015-10-03	TravelGuys	151
2015-10-07	OlidayInn	221
2015-10-01	LalaLand	368
2015-10-09	OlidayInn	421
2015-10-12	LalaLand	316
2015-10-05	LalaLand	446
2015-10-01	TravelGuys	370
2015-10-02	OlidayInn	300
2015-10-11	OlidayInn	422
2015-10-05	TravelGuys	102
2015-10-04	OlidayInn	350
2015-10-09	TravelGuys	387
2015-10-02	TravelGuys	394
2015-10-11	LalaLand	381
2015-10-06	TravelGuys	398
2015-10-07	BobTheBuilder	447
2015-10-10	LalaLand	351
2015-10-09	TravelGuys	391
2015-10-09	LalaLand	320
2015-10-09	TravelGuys	281
2015-10-10	BobTheBuilder	306
2015-10-07	TravelGuys	222
2015-10-07	BobTheBuilder	271
2015-10-08	TravelGuys	314
2015-10-06	OlidayInn	349
2015-10-02	OlidayInn	418
2015-10-05	TravelGuys	419
2015-10-01	OlidayInn	433
2015-10-10	LalaLand	441
2015-10-09	TravelGuys	291
2015-10-08	LalaLand	409
2015-10-01	TravelGuys	379
2015-10-07	BobTheBuilder	189
2015-10-04	OlidayInn	234
2015-10-04	OlidayInn	277
2015-10-03	LalaLand	246
2015-10-03	TravelGuys	346
2015-10-07	BobTheBuilder	201
2015-10-05	TravelGuys	199
2015-10-07	TravelGuys	234
2015-10-02	LalaLand	414
2015-10-03	BobTheBuilder	153
2015-10-04	OlidayInn	179
2015-10-12	TravelGuys	482
2015-10-09	TravelGuys	270
2015-10-09	LalaLand	151
2015-10-08	TravelGuys	172
2015-10-08	TravelGuys	353
2015-10-08	BobTheBuilder	177
2015-10-01	OlidayInn	291
2015-10-07	BobTheBuilder	460
2015-10-02	OlidayInn	394
2015-10-08	OlidayInn	391
2015-10-12	LalaLand	245
2015-10-05	OlidayInn	449
2015-10-02	LalaLand	278
2015-10-01	OlidayInn	194
2015-10-01	BobTheBuilder	287
2015-10-09	OlidayInn	320
2015-10-01	TravelGuys	301
2015-10-06	TravelGuys	208
2015-10-06	OlidayInn	275
2015-10-06	BobTheBuilder	127
2015-10-10	OlidayInn	157
2015-10-08	OlidayInn	487
2015-10-02	LalaLand	226
2015-10-01	TravelGuys	362
2015-10-03	LalaLand	418
2015-10-10	BobTheBuilder	114
2015-10-01	BobTheBuilder	119
2015-10-07	LalaLand	366
2015-10-06	OlidayInn	458
2015-10-12	LalaLand	394
2015-10-10	OlidayInn	197
2015-10-02	LalaLand	170
2015-10-11	TravelGuys	345
2015-10-09	TravelGuys	226
2015-10-03	LalaLand	396
2015-10-06	TravelGuys	222
2015-10-08	LalaLand	170
2015-10-01	LalaLand	397
2015-10-06	BobTheBuilder	477
2015-10-01	BobTheBuilder	454
2015-10-08	TravelGuys	259
2015-10-11	LalaLand	133
2015-10-05	TravelGuys	109
2015-10-10	OlidayInn	371
2015-10-05	OlidayInn	265
2015-10-07	OlidayInn	404
2015-10-09	BobTheBuilder	162
2015-10-01	TravelGuys	227
2015-10-07	TravelGuys	326
2015-10-06	BobTheBuilder	374
2015-10-08	OlidayInn	385
2015-10-11	BobTheBuilder	447
2015-10-07	OlidayInn	442
2015-10-10	TravelGuys	282
2015-10-08	BobTheBuilder	420
2015-10-07	OlidayInn	291
2015-10-09	OlidayInn	310
2015-10-05	BobTheBuilder	395
2015-10-05	LalaLand	126
2015-10-11	LalaLand	165
2015-10-05	OlidayInn	134
2015-10-04	OlidayInn	143
2015-10-03	OlidayInn	453
2015-10-04	OlidayInn	297
2015-10-12	TravelGuys	281
2015-10-01	OlidayInn	432
2015-10-08	LalaLand	438
2015-10-07	BobTheBuilder	491
2015-10-05	OlidayInn	144
2015-10-11	LalaLand	460
2015-10-03	TravelGuys	233
2015-10-01	OlidayInn	138
2015-10-12	TravelGuys	216
2015-10-05	LalaLand	218
2015-10-07	LalaLand	320
2015-10-05	TravelGuys	161
2015-10-01	BobTheBuilder	248
2015-10-08	LalaLand	468
2015-10-05	BobTheBuilder	368
2015-10-12	BobTheBuilder	231
2015-10-07	OlidayInn	250
2015-10-09	LalaLand	262
2015-10-02	LalaLand	139
2015-10-12	BobTheBuilder	158
2015-10-06	LalaLand	422
2015-10-12	OlidayInn	160
2015-10-05	TravelGuys	489
2015-10-03	BobTheBuilder	285
2015-10-09	TravelGuys	138
2015-10-06	OlidayInn	278
2015-10-07	OlidayInn	223
2015-10-10	LalaLand	436
2015-10-09	BobTheBuilder	159
2015-10-12	TravelGuys	257
2015-10-04	LalaLand	128
2015-10-07	BobTheBuilder	248
2015-10-11	BobTheBuilder	205
2015-10-07	BobTheBuilder	429
2015-10-06	BobTheBuilder	424
2015-10-06	LalaLand	485
2015-10-10	TravelGuys	248
2015-10-06	OlidayInn	282
2015-10-03	OlidayInn	433
2015-10-08	LalaLand	271
2015-10-10	BobTheBuilder	291
2015-10-11	LalaLand	348
2015-10-09	BobTheBuilder	300
2015-10-09	TravelGuys	479
2015-10-04	LalaLand	138
2015-10-02	LalaLand	117
2015-10-03	LalaLand	206
2015-10-06	TravelGuys	245
2015-10-04	BobTheBuilder	270
2015-10-06	TravelGuys	199
2015-10-12	TravelGuys	272
2015-10-09	LalaLand	332
2015-10-07	LalaLand	386
2015-10-08	TravelGuys	241
2015-10-02	BobTheBuilder	241
2015-10-12	BobTheBuilder	421
2015-10-08	BobTheBuilder	236
2015-10-02	OlidayInn	397
2015-10-11	BobTheBuilder	189
2015-10-12	OlidayInn	299
2015-10-06	TravelGuys	272
2015-10-01	TravelGuys	269
2015-10-05	LalaLand	370
2015-10-06	OlidayInn	311
2015-10-12	TravelGuys	103
2015-10-02	OlidayInn	301
2015-10-12	LalaLand	495
2015-10-09	BobTheBuilder	479
2015-10-07	TravelGuys	423
2015-10-09	BobTheBuilder	122
2015-10-08	OlidayInn	156
2015-10-09	TravelGuys	313
2015-10-03	BobTheBuilder	245
2015-10-03	BobTheBuilder	175
2015-10-10	LalaLand	138
2015-10-05	TravelGuys	362
2015-10-07	OlidayInn	364
2015-10-10	TravelGuys	117
2015-10-02	BobTheBuilder	319
2015-10-01	BobTheBuilder	173
2015-10-02	LalaLand	280
2015-10-06	BobTheBuilder	312
2015-10-09	BobTheBuilder	262
2015-10-04	OlidayInn	147
2015-10-08	LalaLand	412
2015-10-12	OlidayInn	364
2015-10-05	TravelGuys	282
2015-10-06	BobTheBuilder	321
2015-10-10	OlidayInn	400
2015-10-09	OlidayInn	499
2015-10-04	TravelGuys	239
2015-10-08	LalaLand	438
2015-10-10	LalaLand	234
2015-10-07	BobTheBuilder	109
2015-10-10	LalaLand	495
2015-10-04	TravelGuys	338
2015-10-08	OlidayInn	405
2015-10-09	LalaLand	397
2015-10-03	TravelGuys	339
2015-10-11	BobTheBuilder	369
2015-10-08	LalaLand	372
2015-10-08	BobTheBuilder	137
2015-10-06	LalaLand	231
2015-10-10	BobTheBuilder	269
2015-10-02	LalaLand	146
2015-10-09	BobTheBuilder	348
2015-10-08	TravelGuys	361
2015-10-09	BobTheBuilder	390
2015-10-12	LalaLand	131
2015-10-03	BobTheBuilder	437
2015-10-07	BobTheBuilder	144
2015-10-11	LalaLand	174
2015-10-01	BobTheBuilder	345
2015-10-03	TravelGuys	290
2015-10-07	LalaLand	435
2015-10-07	OlidayInn	335
2015-10-11	OlidayInn	416
2015-10-09	OlidayInn	186
2015-10-09	BobTheBuilder	320
2015-10-05	LalaLand	237
2015-10-01	TravelGuys	248
2015-10-10	TravelGuys	307
2015-10-07	LalaLand	306
2015-10-10	OlidayInn	117
2015-10-03	TravelGuys	399
2015-10-06	BobTheBuilder	468
2015-10-06	TravelGuys	474
2015-10-12	TravelGuys	148
2015-10-02	TravelGuys	239
2015-10-10	TravelGuys	356
2015-10-12	TravelGuys	323
2015-10-07	TravelGuys	132
2015-10-05	LalaLand	286
2015-10-11	OlidayInn	308
2015-10-07	OlidayInn	264
2015-10-01	TravelGuys	111
2015-10-12	BobTheBuilder	427
2015-10-07	OlidayInn	449
2015-10-12	OlidayInn	437
2015-10-02	BobTheBuilder	239
2015-10-01	LalaLand	470
2015-10-08	LalaLand	126
2015-10-07	BobTheBuilder	374
2015-10-10	BobTheBuilder	162
2015-10-02	OlidayInn	148
2015-10-07	BobTheBuilder	432
2015-10-04	BobTheBuilder	364
2015-10-10	TravelGuys	384
2015-10-03	TravelGuys	235
2015-10-02	LalaLand	401
2015-10-10	BobTheBuilder	428
2015-10-10	BobTheBuilder	360
2015-10-10	LalaLand	332
2015-10-07	TravelGuys	356
2015-10-05	OlidayInn	367
2015-10-04	OlidayInn	395
2015-10-02	TravelGuys	285
2015-10-02	BobTheBuilder	177
2015-10-06	OlidayInn	471
2015-10-12	BobTheBuilder	466
2015-10-11	OlidayInn	277
2015-10-01	LalaLand	488
2015-10-12	BobTheBuilder	183
2015-10-07	BobTheBuilder	370
2015-10-01	TravelGuys	306
2015-10-04	TravelGuys	240
2015-10-12	BobTheBuilder	486
2015-10-05	BobTheBuilder	146
2015-10-03	LalaLand	255
2015-10-09	TravelGuys	469
2015-10-07	BobTheBuilder	175
2015-10-12	OlidayInn	104
2015-10-06	TravelGuys	338
2015-10-08	BobTheBuilder	428
2015-10-02	OlidayInn	229
2015-10-06	OlidayInn	218
2015-10-08	BobTheBuilder	288
2015-10-01	OlidayInn	376
2015-10-08	LalaLand	281
2015-10-10	BobTheBuilder	103
2015-10-01	BobTheBuilder	312
2015-10-11	LalaLand	435
2015-10-06	OlidayInn	300
2015-10-01	TravelGuys	367
2015-10-04	LalaLand	116
2015-10-02	LalaLand	202
2015-10-05	LalaLand	434
2015-10-03	TravelGuys	340
2015-10-10	TravelGuys	402
2015-10-10	TravelGuys	383
2015-10-02	OlidayInn	160
2015-10-08	TravelGuys	353
2015-10-06	TravelGuys	141
2015-10-06	LalaLand	374
2015-10-05	OlidayInn	486
2015-10-02	OlidayInn	383
2015-10-02	BobTheBuilder	170
2015-10-12	LalaLand	164
2015-10-12	LalaLand	370
2015-10-03	OlidayInn	231
2015-10-01	OlidayInn	404
2015-10-08	TravelGuys	431
2015-10-10	LalaLand	345
2015-10-09	OlidayInn	331
2015-10-01	OlidayInn	126
2015-10-04	TravelGuys	249
2015-10-05	LalaLand	169
2015-10-02	LalaLand	457
2015-10-09	TravelGuys	271
2015-10-04	OlidayInn	256
2015-10-10	TravelGuys	256
2015-10-12	OlidayInn	186
2015-10-12	OlidayInn	469
2015-10-01	TravelGuys	238
2015-10-03	TravelGuys	216
2015-10-08	TravelGuys	417
2015-10-06	LalaLand	440
2015-10-11	TravelGuys	217
2015-10-08	BobTheBuilder	444
2015-10-01	TravelGuys	181
2015-10-03	OlidayInn	445
2015-10-03	OlidayInn	194
2015-10-06	LalaLand	242
2015-10-12	OlidayInn	386
2015-10-05	LalaLand	482
2015-10-02	BobTheBuilder	304
2015-10-05	BobTheBuilder	318
2015-10-02	OlidayInn	205
2015-10-09	LalaLand	382
2015-10-11	LalaLand	283
2015-10-04	TravelGuys	490
2015-10-09	OlidayInn	136
2015-10-04	OlidayInn	442
2015-10-01	TravelGuys	414
2015-10-02	OlidayInn	201
2015-10-09	BobTheBuilder	142
2015-10-09	OlidayInn	162
2015-10-10	OlidayInn	386
2015-10-03	OlidayInn	491
2015-10-03	LalaLand	193
2015-10-03	LalaLand	324
2015-10-11	TravelGuys	194
2015-10-01	LalaLand	211
2015-10-06	BobTheBuilder	408
2015-10-12	BobTheBuilder	469
2015-10-01	TravelGuys	432
2015-10-06	LalaLand	422
2015-10-01	LalaLand	467
2015-10-10	LalaLand	201
2015-10-02	OlidayInn	372
2015-10-09	BobTheBuilder	432
2015-10-09	OlidayInn	363
2015-10-11	BobTheBuilder	383
2015-10-04	OlidayInn	403
2015-10-09	TravelGuys	258
2015-10-09	TravelGuys	351
2015-10-02	OlidayInn	446
2015-10-04	BobTheBuilder	444
2015-10-10	TravelGuys	367
2015-10-04	LalaLand	368
2015-10-04	OlidayInn	266
2015-10-10	LalaLand	244
2015-10-04	BobTheBuilder	184
2015-10-10	LalaLand	279
2015-10-01	OlidayInn	380
2015-10-09	TravelGuys	189
2015-10-06	BobTheBuilder	430
2015-10-09	TravelGuys	414
2015-10-03	LalaLand	226
2015-10-02	BobTheBuilder	269
2015-10-09	LalaLand	184
2015-10-09	BobTheBuilder	334
2015-10-02	OlidayInn	490
2015-10-01	BobTheBuilder	498
2015-10-11	BobTheBuilder	331
2015-10-08	BobTheBuilder	369
2015-10-01	BobTheBuilder	268
2015-10-08	TravelGuys	248
2015-10-09	LalaLand	224
2015-10-12	OlidayInn	269
2015-10-08	TravelGuys	151
2015-10-12	OlidayInn	113
2015-10-02	LalaLand	361
2015-10-09	LalaLand	345
2015-10-05	TravelGuys	364
2015-10-07	LalaLand	499
2015-10-12	TravelGuys	184
2015-10-02	BobTheBuilder	434
2015-10-11	OlidayInn	198
2015-10-04	BobTheBuilder	255
2015-10-06	BobTheBuilder	170
2015-10-10	LalaLand	155
2015-10-07	TravelGuys	319
2015-10-01	LalaLand	187
2015-10-05	OlidayInn	392
2015-10-12	TravelGuys	222
2015-10-07	LalaLand	300
2015-10-04	TravelGuys	200
2015-10-09	BobTheBuilder	432
2015-10-09	BobTheBuilder	355
2015-10-11	BobTheBuilder	226
2015-10-02	TravelGuys	451
2015-10-02	LalaLand	378
2015-10-07	OlidayInn	168
2015-10-06	TravelGuys	245
2015-10-01	BobTheBuilder	438
2015-10-09	TravelGuys	481
2015-10-05	OlidayInn	404
2015-10-01	BobTheBuilder	215
2015-10-08	OlidayInn	140
2015-10-09	BobTheBuilder	379
2015-10-06	OlidayInn	158
2015-10-12	OlidayInn	416
2015-10-05	TravelGuys	106
2015-10-03	LalaLand	202
2015-10-05	BobTheBuilder	275
2015-10-11	BobTheBuilder	400
2015-10-02	BobTheBuilder	309
2015-10-07	LalaLand	259
2015-10-06	BobTheBuilder	341
2015-10-09	OlidayInn	431
2015-10-06	OlidayInn	297
2015-10-12	LalaLand	127
2015-10-08	BobTheBuilder	358
2015-10-01	BobTheBuilder	353
2015-10-12	OlidayInn	201
2015-10-08	TravelGuys	272
2015-10-04	OlidayInn	294
2015-10-12	TravelGuys	476
2015-10-03	LalaLand	266
2015-10-04	OlidayInn	276
2015-10-04	BobTheBuilder	120
2015-10-11	OlidayInn	213
2015-10-06	TravelGuys	439
2015-10-06	OlidayInn	249
2015-10-09	LalaLand	148
2015-10-12	TravelGuys	128
2015-10-11	BobTheBuilder	491
2015-10-07	LalaLand	242
2015-10-07	BobTheBuilder	172
2015-10-11	LalaLand	392
2015-10-07	BobTheBuilder	127
2015-10-11	OlidayInn	318
2015-10-11	BobTheBuilder	389
2015-10-12	OlidayInn	297
2015-10-05	OlidayInn	372
2015-10-03	LalaLand	117
2015-10-04	BobTheBuilder	134
2015-10-10	TravelGuys	181
2015-10-10	BobTheBuilder	163
2015-10-07	TravelGuys	197
2015-10-05	BobTheBuilder	370
2015-10-03	TravelGuys	145
2015-10-07	OlidayInn	127
2015-10-05	BobTheBuilder	484
2015-10-12	LalaLand	306
2015-10-08	TravelGuys	294
2015-10-07	BobTheBuilder	211
2015-10-06	LalaLand	244
2015-10-09	LalaLand	110
2015-10-02	TravelGuys	468
2015-10-05	OlidayInn	214
2015-10-07	LalaLand	449
2015-10-12	OlidayInn	309
2015-10-01	TravelGuys	425
2015-10-07	BobTheBuilder	388
2015-10-07	OlidayInn	207
2015-10-09	LalaLand	300
2015-10-07	BobTheBuilder	484
2015-10-11	TravelGuys	498
2015-10-02	OlidayInn	201
2015-10-03	OlidayInn	252
2015-10-06	BobTheBuilder	206
2015-10-07	TravelGuys	117
2015-10-03	BobTheBuilder	448
2015-10-01	BobTheBuilder	365
2015-10-06	LalaLand	156
2015-10-11	BobTheBuilder	436
2015-10-12	OlidayInn	123
2015-10-03	OlidayInn	449
2015-10-02	BobTheBuilder	468
2015-10-07	TravelGuys	157
2015-10-05	OlidayInn	133
2015-10-03	OlidayInn	261
2015-10-06	TravelGuys	258
2015-10-08	TravelGuys	429
2015-10-12	OlidayInn	481
2015-10-10	OlidayInn	311
2015-10-01	LalaLand	341
2015-10-12	OlidayInn	419
2015-10-10	OlidayInn	202
2015-10-03	OlidayInn	361
2015-10-09	LalaLand	393
2015-10-03	BobTheBuilder	230
2015-10-10	OlidayInn	364
2015-10-06	TravelGuys	480
2015-10-02	OlidayInn	345
2015-10-05	BobTheBuilder	230
2015-10-10	OlidayInn	381
2015-10-03	OlidayInn	338
2015-10-06	OlidayInn	157
2015-10-02	BobTheBuilder	303
2015-10-10	LalaLand	466
2015-10-10	LalaLand	278
2015-10-05	BobTheBuilder	155
2015-10-08	OlidayInn	180
2015-10-05	LalaLand	255
2015-10-05	OlidayInn	478
2015-10-06	TravelGuys	363
2015-10-03	OlidayInn	107
2015-10-04	LalaLand	111
2015-10-09	LalaLand	417
2015-10-12	OlidayInn	106
2015-10-08	TravelGuys	442
2015-10-08	TravelGuys	445
2015-10-12	TravelGuys	468
2015-10-01	OlidayInn	284
2015-10-04	OlidayInn	474
2015-10-03	OlidayInn	493
2015-10-08	BobTheBuilder	239
2015-10-09	TravelGuys	415
2015-10-11	LalaLand	117
2015-10-08	TravelGuys	421
2015-10-10	TravelGuys	294
2015-10-02	OlidayInn	498
2015-10-07	OlidayInn	101
2015-10-08	BobTheBuilder	251
2015-10-07	TravelGuys	239
2015-10-04	OlidayInn	243
2015-10-02	TravelGuys	443
2015-10-03	TravelGuys	374
2015-10-10	OlidayInn	229
2015-10-05	TravelGuys	219
2015-10-12	OlidayInn	325
2015-10-05	LalaLand	240
2015-10-02	BobTheBuilder	359
2015-10-05	OlidayInn	278
2015-10-10	BobTheBuilder	157
2015-10-11	BobTheBuilder	166
2015-10-04	LalaLand	475
2015-10-03	OlidayInn	145
2015-10-02	BobTheBuilder	419
2015-10-08	BobTheBuilder	337
2015-10-11	LalaLand	402
2015-10-01	TravelGuys	294
2015-10-01	LalaLand	448
2015-10-09	BobTheBuilder	416
2015-10-03	OlidayInn	373
2015-10-07	OlidayInn	261
2015-10-11	OlidayInn	303
2015-10-05	LalaLand	398
2015-10-04	OlidayInn	417
2015-10-05	TravelGuys	173
2015-10-02	LalaLand	361
2015-10-07	TravelGuys	433
2015-10-10	TravelGuys	298
2015-10-01	OlidayInn	191
2015-10-05	OlidayInn	364
2015-10-05	LalaLand	323
2015-10-11	TravelGuys	420
2015-10-06	BobTheBuilder	250
